objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
1971_Abril_Primera_Quincena_Documento.pdf,1971_Abril_Primera_Quincena_Documento.pdf,,,Documento abril 1971,Revista Punto Final,1971-04-01,Primera quincena de abril de 1971. Documento digitalizado de la revista Punto Final.,Chile; política; prensa alternativa; 1970s,Chile,,,Archivo personal digitalizado,PF1971_abril01,Text,pdf,spa,Todos los derechos reservados a sus respectivos autores,http://rightsstatements.org/vocab/InC/1.0/
