objectid,title,date,description,format,language,subject
1971_Abril_Primera_Quincena_Documento.pdf,Documento abril 1971,1971-04-01,"Primera quincena de abril de 1971, revista Punto Final.",pdf,spa,Chile; política; Punto Final; 1970s
